                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      657                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.4505227637793761E+004                  5.0041923246917173E+002                  8.9643370534095829E+003                  1.0204644723387262E+004                  4.1880875397831723E+001                 -8.2952134742485981E+000                  6.9999999999979401E-001                  2.9797635457310652E-005                  2.7997020236474879E-001                  3.4468833607861314E-003                  1.0103427409336064E-003                  9.3805276451495393E-003                  2.0850244238750358E-003                  1.5000000000000002E+001                  0.0000000000000000E+000                  1.0499999999999751E+001                  4.4696452902601559E-004                  4.1995530354712329E+000                  5.1703250411792009E-002                  1.5155141114004110E-002                  1.4070791467724320E-001                  3.1275366358125549E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0038212406454934E+005                  1.2397947309601141E+004                  1.4699188856249571E+007                  6.0953708779114297E-006                  6.0953708779114297E-006                  0.0000000000000000E+000                  2.4385609594025203E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.5775017170244043E+011                               "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231128"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.5000000000000002E+001                  1.6220157507640749E+000                  3.9525467924048994E+000                 -1.0243914942140998E+001                  1.8472615767920562E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6220150200047052E+000                  3.9526305138016848E+000                 -1.0243424134426814E+001                  1.8478531479380300E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956122E+001                  1.6220136146644937E+000                  3.9527408178286341E+000                 -1.0242780166976878E+001                  1.8486306199782354E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999927246E+001                  1.6220122113929496E+000                  3.9529064092346475E+000                 -1.0241818313093219E+001                  1.8497942395948477E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999869486E+001                  1.6220094110181180E+000                  3.9532657836495599E+000                 -1.0239751158633686E+001                  1.8523048351471496E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999739529E+001                  1.6220031398977510E+000                  3.9537653827357255E+000                 -1.0236929174894016E+001                  1.8557574556516465E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999609573E+001                  1.6219969091250905E+000                  3.9544338951816771E+000                 -1.0233232749813109E+001                  1.8603189233984487E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999392978E+001                  1.6219866119280770E+000                  3.9552747635891601E+000                 -1.0228721306812529E+001                  1.8659547305224440E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999176383E+001                  1.6219764204233043E+000                  3.9567115141036613E+000                 -1.0221295443307838E+001                  1.8753717600034860E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
