                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     500                                     1431                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.1281203650869597E+007                  7.4373425906431612E+003                  1.2510730855763537E+004                  5.4375600468158387E+004                  4.9635206317457829E+001                 -3.1194754153992981E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2460173258506000E-001                  2.4162730667557367E-001                  3.2848627369900314E-005                  9.4309027178928403E-003                  2.0229987098045740E-002                  1.5000000000000002E+001                  0.0000000000000000E+000                  7.3427735332453095E+000                  2.0612085853068696E-004                  7.0557528275877619E+000                  3.0892309847100319E-001                  7.8363668395737787E-002                  1.0007376423595707E-001                  5.2748659214413164E-002                  3.0446425705975129E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0364151292354614E+005                  1.9632225282623165E+003                  2.7585902262879466E+006                  5.4316573224291977E+004                  4.5163779209666507E+004                  8.5600867451744180E+003                  3.0778291108545363E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.5600771233268238E+014                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231118"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  1.6957898314406219E+000                  4.0972928185292661E+000                 -1.0419426053260903E+001                  2.0787406189451301E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5822163138426348E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6957891738385840E+000                  4.0973224710924621E+000                 -1.0419220802889004E+001                  2.0789166701963793E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5848551445342119E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956122E+001                  1.6957879083580449E+000                  4.0973517400354442E+000                 -1.0419018306190956E+001                  2.0790904051768107E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5874597946653380E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999941682E+001                  1.6957872759085881E+000                  4.0973712505844020E+000                 -1.0418883385811691E+001                  2.0792061905718779E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5891959065510844E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999927242E+001                  1.6957866436528177E+000                  4.0974005132863036E+000                 -1.0418681121241008E+001                  2.0793798118164233E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5917995923250439E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999898362E+001                  1.6957853797217863E+000                  4.0974614647439802E+000                 -1.0418260179941637E+001                  2.0797413041712693E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5972221216494248E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999836994E+001                  1.6957826964337721E+000                  4.0975467639888503E+000                 -1.0417671836183684E+001                  2.0802469009859208E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.6048099270694509E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999772017E+001                  1.6957798590974893E+000                  4.0977002250963670E+000                 -1.0416615797866637E+001                  2.0811555183284915E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  5.6184553494629157E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999609571E+001                  1.6957727827418321E+000                  4.0978827402205775E+000                 -1.0415363264005292E+001                  2.0822348031205720E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.6346828309735883E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
